date,types,title,url
2025-09-29,INVEST,"삼성전자, 삼성D 대신 LGD와  OLED  협업 강화한 이유",https://www.newstopkorea.com/news/articleView.html?idxno=40110
2025-09-29,"INVEST,ORDER","OLED  수요 증가 수혜… 영우디에스피, 장비 공급 주목",https://www.pinpointnews.co.kr/news/articleView.html?idxno=381396
2025-09-12,"CERT,INVEST,LAUNCH","극한의 초고주사율 갖춘 차세대 게이밍 모니터, 에이수스 ROG Strix  OLED  XG...",https://www.ilovepc.co.kr/news/articleView.html?idxno=56240
2025-09-29,INVEST,반등에도 웃을 수만은 없는  패널 사…中 격차 확대 '우려',https://www.dailian.co.kr/news/view/1555337/?sc=Naver
2025-09-29,INVEST,"[ET특징주]LG디스플레이, 수익성 개선에 상승세",https://www.etnews.com/20250929000338
2025-09-29,"INVEST,LAUNCH","애플도 가세한 폴더블폰 시장, IT산업 새 성장 모멘텀 기대감 솔솔",https://www.mk.co.kr/article/11431775
2025-09-29,INVEST,"[특징주]뉴로메카, 中LTOM 그룹과 300억 합작 투자…휴머노이드 확장 목...",https://view.asiae.co.kr/article/2025092914080752442
2025-09-29,"INVEST,LAUNCH",주식고수 매수 3위 '증권사 목표가 대폭 상향 또 신고가 경신' 삼성전자...,https://www.widedaily.com/news/articleView.html?idxno=279313
2025-09-29,"INVEST,LAUNCH,ORDER","[더벨][사법리스크 해소, 달라진 JY]다시 뛰는 이재용, '뉴삼성' 시계 돌...",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202509181759161040101154
2025-09-28,"LAUNCH,REGUL",[브리프] 현대차 CJ그룹 두산밥캣 LG디스플레이 삼성디스플레이 LG화학 ...,http://www.biztribune.co.kr/news/articleView.html?idxno=340941
2025-09-28,"INVEST,LAUNCH,PARTNERSHIP","삼성D, 글로벌 파트너십 강화…도쿄·타이베이 잇단 행보",https://www.asiatime.co.kr/article/20250926500315
2025-09-27,LAUNCH,韓 게임사들 '서브컬처 본고장' 일본서 멀티플랫폼으로 승부수,https://www.pointdaily.co.kr/news/articleView.html?idxno=271997
2025-09-26,INVEST,"“디스플레이 성능은 게임을 해보면 안다”…삼성D, 엔씨 손 잡고 도쿄...",https://www.segye.com/newsView/20250926506020?OutUrl=naver
2025-09-26,INVEST,[제16회 디스플레이의 날] 특별공로상에 최주선·김현재·조성경,https://www.etnews.com/20250926000086
2025-09-26,INVEST,"정철동 LG디스플레이 사장 ""韓 미래는  OLED …연간 흑자""",https://www.financialpost.co.kr/news/articleView.html?idxno=234022
2025-09-29,"CERT,INVEST,LAUNCH,PARTNERSHIP","“소비가 곧 가치가 되는 플랫폼”…브이랩스 이장욱 대표, 마이브이(M...",https://www.venturesquare.net/1007053
2025-09-26,"INVEST,LAUNCH","마이크로 LED  시장 2030년 12억달러 급성장…""프리미엄 웨어러블 표준 예...",https://www.ddaily.co.kr/page/view/2025092614174664569
2025-09-26,"INVEST,LAUNCH","""마이크로  LED  스마트워치 시장, 2030년 12억달러 규모 성장 전망""",https://www.getnews.co.kr/news/articleView.html?idxno=842485
2025-09-26,"CERT,LAUNCH","클레녹스(CLENOX), 특허 NB P-Complex 앞세워 국내 론칭",https://magazine.hankyung.com/job-joy/article/202509269860d
2025-09-26,"CERT,LAUNCH","클레녹스, 특허성분 앞세워 프리미엄 홈케어 시장 공식진출",http://www.koreastocknews.com/news/articleView.html?idxno=114215
2025-09-26,"CERT,LAUNCH","CLENOX, 특허 포뮬러와 기술력으로 국내 홈클리닉 시장 진출",https://www.goodkyung.com/news/articleView.html?idxno=273391
2025-09-26,"CERT,LAUNCH,PARTNERSHIP","클레녹스(CLENOX), 프리미엄 홈케어 브랜드 국내 런칭",http://www.sisunnews.co.kr/news/articleView.html?idxno=229549
2025-09-26,"CERT,LAUNCH","임상으로 입증된 NB P-Complex… 클레녹스, 'Pin Shot 300' 첫선",https://www.delighti.co.kr/news/articleView.html?idxno=103195
2025-09-26,"INVEST,LAUNCH","""마이크로  LED  스마트워치 도입…2030년 12억불 전망""",https://www.widedaily.com/news/articleView.html?idxno=279152
2025-09-29,LAUNCH,"[영상] 갤럭시G폴드, 구동 모습 유출…태블릿·PC 대체할까",https://zdnet.co.kr/view/?no=20250929134457
2025-09-29,"INVEST,LAUNCH","LG 디스플레이 , 4년 적자 고리 끊는다…증권가 ‘OLED 반등’에 베팅",https://www.ekn.kr/web/view.php?key=20250929024051805
2025-09-29,"INVEST,LAUNCH","[더벨]삼성D·LGD, 하반기 '성수기' 수요에 호실적 자신",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202509261841024800109246
2025-09-28,LAUNCH,첫 출시국은 어디? 삼성 갤럭시 Z 트리폴드 출시 루머에 관심 폭발,https://www.autodaily.co.kr/news/articleView.html?idxno=537040
2025-09-27,LAUNCH,"“삼성처럼 도저히 못 만든다?” 포기할 줄 알았는데…결국, 이걸 진짜...",https://biz.heraldcorp.com/article/10584829?ref=naver
2025-09-29,INVEST,"LX세미콘, 배당 이어가지만 주당배당금 절반으로 추락…DDI 판매 둔화",http://www.thevaluenews.co.kr/news/view.php?idx=192802
2025-09-29,LAUNCH,"이규석 사장 ""내년 車반도체 양산 가능...현대차·기아 표준화로 볼륨 ...",https://www.newspim.com/news/view/20250929000807
2025-09-29,CERT,"이규석 현대모비스 사장 ""삼성과 파운드리도 협업""…K-車반도체 키운다",https://www.hankyung.com/article/202509294844i
2025-09-29,LAUNCH,"“운전석이 영화관·거실·사무실로”… 디지털 콕핏, 자동차 미래를 열...",https://www.munhwa.com/article/11536459?ref=naver
2025-09-29,LAUNCH,"라온텍, 고성능  AR 용 광학 모듈 공급 개시",https://www.widedaily.com/news/articleView.html?idxno=279342
2025-09-29,LAUNCH,"포유디지탈, '2025 하반기 나라장터 상생세일' 참가",https://www.dailysecu.com/news/articleView.html?idxno=200971
2025-09-29,LAUNCH,"포유디지탈, 2025 하반기 나라장터 상생세일 참가…노트북·태블릿·전자...",https://dhnews.co.kr/news/view/1065576341940334
2025-09-29,"INVEST,LAUNCH","스마트글라스·AI에 돈 쏟는 메타, 차세대 기기 시장 선점할까 [친절한...",https://www.bloter.net/news/articleView.html?idxno=644849
2025-09-29,"INVEST,LAUNCH","""가상현실( VR )에서 증강현실( AR )로""… AR 스마트글래스 시장은 성장세",https://www.itbiznews.com/news/articleView.html?idxno=182048
2025-09-29,"INVEST,LAUNCH","“중국 말고, 스마트안경 부품 기업 어디 없나?”…애타는 메타, 결국 찾...",https://www.mk.co.kr/article/11431343
