term,cur,prev,diff,ma7,z_like,total
kaist,6,0,6,1.0,2.5,20
메타,5,0,5,1.0,2.0,28
lg전자,23,2,21,14.0,1.898,279
올레드,5,2,3,1.286,1.741,77
oled,21,3,18,13.857,1.513,319
화웨이,4,1,3,1.0,1.5,19
hp,3,0,3,0.571,1.383,12
아마존,2,0,2,0.571,0.814,16
lcd,3,1,2,1.286,0.803,38
엔비디아,4,1,3,2.143,0.754,156
애플,14,1,13,11.0,0.695,271
마이크로소프트,1,0,1,0.143,0.622,2
보쉬,1,0,1,0.143,0.622,1
4k,2,0,2,0.857,0.593,9
레노버,2,0,2,0.857,0.593,66
구글,3,1,2,1.714,0.557,78
tsmc,2,3,-1,1.0,0.5,11
퀄컴,1,0,1,0.286,0.465,46
모니터,6,2,4,4.571,0.455,192
노트북,9,9,0,7.429,0.422,157
dell,1,0,1,0.429,0.345,5
맥북,1,0,1,0.429,0.345,21
폭스바겐,1,0,1,0.429,0.345,4
모바일,2,0,2,1.286,0.335,66
삼성전자,17,4,13,15.429,0.319,500
공급망,2,1,1,1.429,0.26,35
고성능,1,0,1,0.714,0.155,25
lg디스플레이,5,0,5,5.0,0.0,141
xr,5,3,2,5.429,-0.129,123
tv,9,4,5,9.857,-0.207,309
양산,2,0,2,2.571,-0.219,83
tcl,2,1,1,2.571,-0.219,67
폴더블,7,3,4,8.0,-0.261,147
boe,1,1,0,2.0,-0.414,26
ar,1,0,1,2.143,-0.464,53
아이폰,5,2,3,7.714,-0.719,135
스마트폰,3,4,-1,5.571,-0.765,104
갤럭시,1,0,1,3.571,-0.89,100
sk하이닉스,2,3,-1,5.857,-1.128,90
디스플레이,1,2,-1,5.143,-1.268,163
