term,cur,prev,diff,ma7,z_like,total
애플,23,3,20,4.143,6.212,32
한화,17,2,15,3.714,4.539,26
tsmc,8,0,8,1.143,3.314,8
현대차,8,0,8,1.857,2.6,17
lg디스플레이,15,10,5,7.143,2.139,52
갤럭시,6,4,2,1.857,1.753,17
스트레처블,3,0,3,0.429,1.554,3
폴더블,4,3,1,1.143,1.381,9
아이씨디,2,0,2,0.286,1.117,2
아이패드,2,0,2,0.286,1.117,2
아이폰,3,3,0,0.857,1.113,7
lg전자,3,4,-1,1.0,1.0,16
sk하이닉스,4,6,-2,1.714,0.99,14
인텔,2,1,1,0.571,0.814,7
맥북,2,2,0,0.571,0.814,5
올레드,2,2,0,0.714,0.697,6
게이밍,2,3,-1,0.714,0.697,10
amd,1,0,1,0.143,0.622,1
bmw,1,0,1,0.143,0.622,5
etri,1,0,1,0.143,0.622,1
hud,1,0,1,0.143,0.622,1
woled,1,0,1,0.143,0.622,1
레노버,1,0,1,0.143,0.622,4
수율,1,0,1,0.143,0.622,1
에어팟,1,0,1,0.143,0.622,1
패드,1,0,1,0.143,0.622,1
한화솔루션,1,0,1,0.143,0.622,1
oled,13,16,-3,10.571,0.571,97
byd,1,0,1,0.286,0.465,8
벤츠,1,0,1,0.286,0.465,7
아마존,1,1,0,0.286,0.465,3
현대자동차,1,1,0,0.286,0.465,2
사이니지,1,0,1,0.429,0.345,3
카카오,1,1,0,1.0,0.0,7
퀄컴,1,1,0,1.0,0.0,9
삼성디스플레이,2,3,-1,2.286,-0.114,28
삼성전자,3,19,-16,5.571,-0.765,52
