term,cur,prev,diff,total,ma7,z_like
kaist,6,0,6,20,1.0,2.5
메타,5,0,5,28,1.0,2.0
lg전자,23,2,21,279,14.0,1.898
올레드,5,2,3,77,1.286,1.741
oled,21,3,18,319,13.857,1.513
화웨이,4,1,3,19,1.0,1.5
hp,3,0,3,12,0.571,1.383
아마존,2,0,2,16,0.571,0.814
lcd,3,1,2,38,1.286,0.803
엔비디아,4,1,3,156,2.143,0.754
애플,14,1,13,271,11.0,0.695
보쉬,1,0,1,1,0.143,0.622
마이크로소프트,1,0,1,2,0.143,0.622
4k,2,0,2,9,0.857,0.593
레노버,2,0,2,66,0.857,0.593
구글,3,1,2,78,1.714,0.557
퀄컴,1,0,1,46,0.286,0.465
모니터,6,2,4,192,4.571,0.455
폭스바겐,1,0,1,4,0.429,0.345
dell,1,0,1,5,0.429,0.345
맥북,1,0,1,21,0.429,0.345
모바일,2,0,2,66,1.286,0.335
공급망,2,1,1,35,1.429,0.26
고성능,1,0,1,25,0.714,0.155
lg디스플레이,5,0,5,141,5.0,0.0
xr,5,3,2,123,5.429,-0.129
tcl,2,1,1,67,2.571,-0.219
양산,2,0,2,83,2.571,-0.219
폴더블,7,3,4,147,8.0,-0.261
boe,1,1,0,26,2.0,-0.414
ar,1,0,1,53,2.143,-0.464
아이폰,5,2,3,135,7.714,-0.719
갤럭시,1,0,1,100,3.571,-0.89
