date,types,title,url,org
2026-05-20,"CERT,LAUNCH","LG전자, 39형 5K·2K 올레드 게이밍 모니터 '완판'",http://www.smedaily.co.kr/news/articleView.html?idxno=357401,"LG전자, UL"
2026-05-20,"CERT,INVEST,LAUNCH","삼성전자, 6K 게이밍 모니터 출격…"" OLED ·초고주사율 강화""",https://www.ddaily.co.kr/page/view/2026052014060076671,"AMD, 삼성전자, 엔비디아, 카카오"
2026-05-20,INVEST,"BOE, 8.5세대  LCD  라인 WOLED로 전환…IT OLED 영토 확장",https://www.thelec.kr/news/articleView.html?idxno=56907,"BOE, 삼성전자, 애플"
2026-05-20,"LAUNCH,PARTNERSHIP","""갤럭시 글래스 시대""…삼성, 메타 독주 깨고 '포스트 스마트폰' 패권 도...",http://www.smedaily.co.kr/news/articleView.html?idxno=357345,"Apple, 구글, 메타, 삼성전자, 소니, 애플, 퀄컴"
2026-05-19,LAUNCH,"에이수스, 차세대 게이밍 노트북 ROG Strix SCAR 및 ROG Strix G 시리즈 공...",https://www.ilovepc.co.kr/news/articleView.html?idxno=59361,"AMD, ASUS, 네이버, 엔비디아, 인텔"
2026-05-19,LAUNCH,"디스플레이 산업, 패널 경쟁 넘어 시스템 플랫폼으로 진화",https://www.nextdaily.co.kr/news/articleView.html?idxno=249539,"BOE, CSOT, TCL, Visionox, 삼성디스플레이"
2026-05-19,LAUNCH,칩플레이션 충격에 스마트폰 시장 양극화...삼성·애플 버티고 中 흔들,http://www.metroseoul.co.kr/article/20260519500350,애플
2026-05-20,"INVEST,LAUNCH,ORDER,PARTNERSHIP,REGUL","[스페셜리포트] ""인공지능, 인프라부터 개인 비서까지""... 구글, '구글 I...",https://www.aitimes.kr/news/articleView.html?idxno=40120,"구글, 알파벳, 엔비디아, 카카오"
2026-05-19,ORDER,"박형세  LG 전자 TV사업부장, 중국서 '경쟁사' 하이센스 만났다",https://zdnet.co.kr/view/?no=20260519165105,"LG전자, 삼성전자, 소니, 하이센스"
2026-05-20,"CERT,INVEST,LAUNCH","[UEM 중심 워크스페이스 전략 1편] MDM은 끝났다, UEM의 시대 - 그 정상에...",https://www.etnews.com/20260519000355,"Apple, 애플"
2026-05-20,"INVEST,LAUNCH,ORDER",인텔 18A 반격에 삼성·SK 긴장… 내 계좌 지킬 반도체 틈새 수혜주,https://www.g-enews.com/view.php?ud=202605201059077603fbbec65dfb_1,"AMD, SK하이닉스, TSMC, 삼성전자, 애플, 인텔"
2026-05-19,LAUNCH,"개막 앞둔 컴퓨텍스 2026, 전 세계 컴퓨팅 핵심 기업들 모인다",https://it.chosun.com/news/articleView.html?idxno=2023092162324,"AMD, ASUS, Dell, 구글, 딥엑스, 마이크로소프트, 미디어텍, 인텔, 퀄컴"
2026-05-20,CERT,말레이시아 스마트폰 시장 동향,http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=190&CONTENTS_NO=2&bbsGbn=254&bbsSn=254&pNttSn=241276,Apple
