term,cur,prev,diff,ma7,z_like,total
퀄컴,4,0,4,0.857,1.632,7
lg디스플레이,8,4,4,3.571,1.532,27
삼성전자,8,6,2,3.571,1.532,30
메타,4,0,4,1.0,1.5,7
애플,3,0,3,0.571,1.383,6
사이니지,2,0,2,0.286,1.117,2
갤럭시,2,1,1,0.714,0.697,7
폴더블,1,0,1,0.286,0.465,2
인텔,1,0,1,0.429,0.345,4
sk하이닉스,1,1,0,0.571,0.244,4
패널,1,1,0,0.571,0.244,6
카카오,1,3,-2,0.714,0.155,5
jdi,0,0,0,0.0,0.0,1
qd,0,0,0,0.0,0.0,1
맥북,0,0,0,0.0,0.0,1
미디어,0,0,0,0.0,0.0,1
샤프,0,0,0,0.0,0.0,1
아마존,0,0,0,0.0,0.0,1
아이폰,0,0,0,0.0,0.0,1
화웨이,0,0,0,0.0,0.0,1
bmw,0,0,0,0.143,-0.104,4
iphone,0,0,0,0.143,-0.104,1
pad,0,0,0,0.143,-0.104,1
그램,0,0,0,0.143,-0.104,1
아이맥,0,0,0,0.143,-0.104,1
애플워치,0,0,0,0.143,-0.104,1
올레드,0,0,0,0.143,-0.104,2
유리기판,0,0,0,0.143,-0.104,1
ltpo,0,0,0,0.286,-0.186,3
구글,0,0,0,0.286,-0.186,5
샤오미,0,0,0,0.286,-0.186,2
소니,0,0,0,0.286,-0.186,2
엔비디아,0,0,0,0.286,-0.186,7
oled,7,2,5,7.714,-0.189,68
레노버,0,0,0,0.429,-0.259,3
byd,0,1,-1,0.429,-0.259,7
lg전자,0,0,0,0.571,-0.325,9
게이밍,0,0,0,0.571,-0.325,5
롤러블,0,0,0,0.571,-0.325,4
벤츠,0,0,0,0.571,-0.325,6
boe,0,0,0,0.857,-0.445,9
삼성디스플레이,0,2,-2,1.714,-0.742,23
