term,cur,prev,diff,ma7,z_like,total
엔비디아,15,4,11,4.0,3.667,164
기아,7,0,7,1.429,2.538,52
딥엑스,5,0,5,0.714,2.323,6
아마존,6,2,4,1.429,2.082,22
hp,5,3,2,1.143,1.864,17
폴더블,15,7,8,8.857,1.545,161
화웨이,5,4,1,1.571,1.521,24
서피스,2,0,2,0.286,1.117,2
벤츠,2,0,2,0.429,0.95,24
벤큐,2,0,2,0.429,0.95,10
디스플레이,9,1,8,6.0,0.87,170
lcd,3,3,0,1.571,0.634,41
bmw,1,0,1,0.143,0.622,14
eleap,1,0,1,0.143,0.622,1
intel,1,0,1,0.143,0.622,2
nokia,1,0,1,0.143,0.622,1
nvidia,1,0,1,0.143,0.622,4
postech,1,0,1,0.143,0.622,1
uhd,1,0,1,0.143,0.622,14
고해상도,1,0,1,0.143,0.622,3
생산량,1,0,1,0.143,0.622,1
샤오미,1,0,1,0.143,0.622,15
올레드tv,1,0,1,0.143,0.622,5
레노버,2,2,0,0.857,0.593,68
올레드,3,5,-2,1.714,0.557,80
아이폰,9,5,4,7.143,0.506,142
고효율,1,0,1,0.286,0.465,3
4k,2,2,0,1.143,0.414,11
애플,12,14,-2,10.571,0.336,280
수율,1,0,1,0.571,0.244,9
인텔,1,0,1,0.571,0.244,41
dell,1,1,0,0.571,0.244,6
맥북,1,1,0,0.571,0.244,22
공급망,2,2,0,1.571,0.19,34
tv,11,9,2,10.429,0.135,316
스마트폰,5,3,2,5.143,-0.044,107
메타,1,5,-4,1.143,-0.069,29
갤럭시,2,1,1,3.286,-0.457,101
lg전자,7,23,-16,9.429,-0.597,278
xr,3,5,-2,5.429,-0.729,120
oled,11,21,-10,14.857,-0.795,316
모니터,1,6,-5,4.0,-1.0,188
lg디스플레이,1,5,-4,4.714,-1.171,133
sk하이닉스,1,2,-1,5.571,-1.36,90
삼성전자,5,17,-12,12.286,-1.617,489
